,Sentiment,Message
130,0,the fair value of the company 's investment properties grew to eur 2.803 billion at the end of march 2009 from eur 2.691 million a year ago .
131,0,"the last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % ."
132,0,"the major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 ."
133,0,"the transaction doubles tecnomens workforse , and adds a fourth to their net sales ."
134,0,- operating profit rose by 26.9 % to eur 105.8 ( 83.4 ) million .
135,0,"`` after this purchase , cramo will become the second largest rental services provider in the latvian market ."
136,0,"`` the priority for 2009 was to strengthen the company 's balance sheet and increase cash flow , '' ceo hannu krook said ."
137,0,`` the purchase of the operations is part of yit 's strategy to epand its offering of building system services geographically . ''
138,0,21 october 2010 - finnish fishing tackle company rapala vmc corp ( hel : rap1v ) said today its net profit rose to eur18 .9 m for the first nine months of 2010 from eur15 .1 m for the same period a year earlier .
139,1,"a structures bim ( building information modeling ) software from tekla , a model-based software provider , has been adopted for the construction management and delivery of a university project in abu dhabi ."
140,0,"according to finnish metso minerals , the value of the company 's orders has gone up to eur 1.9 bn in 12 months ."
141,0,finnish aldata solution has signed a contract of supply its g.o.l.d. system to two french retail chains .
142,0,finnish bank of +_land reports its operating profit rose to eur 21.3 mn in the second quarter of 2009 from eur 6.1 mn in the corresponding period in 2008 .
143,0,finnish financial group aktia 's operating profit for 2009 increased to eur 47.0 mn from eur 6.6 mn in 2008 .
144,0,finnish forest machinery manufacturer ponsse 's net sales grew to eur 51.3 mn in the first quarter of 2010 from eur 37.5 mn in the corresponding period in 2009 .
145,0,finnish kci konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .
146,0,finnish okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and norwegian solar wafer company norsun have signed a contract under which okmetic will supply norsun mono silicon crystals for use in solar cell manufacturing .
147,0,finnish pharmaceuticals company orion 's net sales rose to eur 190mn in the first quarter of 2009 from eur 180mn in the first quarter of 2008 .
148,0,"finnish ponsse has signed an agreement with babcock africa for the distribution and support of ponsse forest machines , harvester heads , and information systems in south africa ."
149,0,south african sappi will become the largest foreign forest industry company operating in finland as a result of the acquisition finnish m-real corporation 's graphic papers business unit .
150,0,according to deputy md pekka silvennoinen the aim is double turnover over the net three years .
151,0,"according to hkscan finland , the plan is to increase j+ærvi-suomen portti 's net sales to eur 80mn to eur 100mn ."
152,0,"advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively ."
153,0,"after the takeover , cramo will become the second largest rental services provider in the latvian market ."
154,0,"again , the most significant sales increase of 18.6 % was in russia ."
155,0,alma media epects its net sales to increase as forecast previously .
156,0,also lemmink+æinen 's profit for accounting period went up to eur 3.1 mn from eur -24.5 mn a year ago .
157,0,"at the end of march 2007 , the group 's order book was at eur 39.6 mn , up 42 % from the corresponding period in 2006 ."
158,0,"at the same time profit of the company increased by 10 % in h1 and reached ls 79,000 ."
159,1,aviation systems maintenance is based in kansas and generated net sales of usd 2.6 million for 2008 .
160,0,"besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment , '' paavel said ."
161,0,"both operating profit and net sales for the 12-month period increased , respectively from eur10 .5 m and eur28 .8 m , as compared to the financial year 2004 ."
162,0,"both operating profit and net sales for the 12-month period increased , respectively from eur20 .8 m and eur177 .7 m , as compared to the financial year 2004 ."
163,0,"both operating profit and net sales for the 12-month period increased , respectively from eur21 .5 m and eur196 .1 m , as compared to 2005 ."
164,0,"both operating profit and net sales for the 12-month period increased , respectively from eur4 .7 m and eur26 .7 m , as compared to 2004 ."
165,0,"both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 ."
166,0,"both operating profit and net sales for the si-month period increased , respectively , from eur13 .8 m and eur143 .6 m , as compared to the corresponding period in 2007 ."
167,0,"both operating profit and net sales for the si-month period increased , respectively from eur0 .4 m and eur3 .2 m , as compared to the corresponding period in 2005 ."
168,0,"both operating profit and net sales for the si-month period increased , respectively from eur18 .1 m and eur127 .6 m , as compared to the corresponding period in 2006 ."
169,0,"both operating profit and net sales for the si-month period increased , respectively from eur7 .5 m and eur655 .5 m , as compared to the corresponding period in 2005 ."
170,0,"both operating profit and net sales for the three-month period increased , respectively from eur15 .1 m and eur131 .5 m , as compared to the corresponding period in 2005 ."
171,0,"both operating profit and net sales for the three-month period increased , respectively from eur16 .0 m and eur139m , as compared to the corresponding quarter in 2006 ."
172,0,"both operating profit and sales for the three-month period increased , respectively from eur0 .3 m and eur13 .1 m , as compared to the corresponding period in 2005 ."
173,0,"both operating profit and turnover for the nine-month period increased , respectively from eur2 .4 m and eur43 .8 m , as compared to the corresponding period a year ago ."
174,0,"both operating profit and turnover for the si-month period increased , respectively , from eur17 .6 m and eur1149 .9 m , as compared to the corresponding period in 2007 ."
175,0,"both operating profit and turnover for the si-month period increased , respectively from eur0 .1 m and eur29 .0 m , as compared to the corresponding period a year ago ."
176,0,cargo volume grew by 7 % .
177,0,cargo volume increased by approimately 5 % .
178,0,"comparable operating profit totaled eur 854mn , up from eur 730mn in 2004 ."
179,0,"digia said its consolidated net sales for january-june 2010 were eur67 .8 m , up 9.7 % on the same period in 2009 ( eur61 .9 m ) ."
180,0,diluted earnings per share ( eps ) rose to eur 0.29 from eur 0.05 .
181,0,diluted earnings per share ( eps ) rose to eur 0.52 versus eur 0.09 .
182,0,diluted earnings per share ( eps ) rose to eur 1.05 from eur 0.64 .
183,0,diluted earnings per share ( eps ) rose to eur 3.68 from eur 0.50 .
184,0,diluted eps rose to eur3 .68 from eur0 .50 .
185,0,ebit margin was up from 1.4 % to 5.1 % .
186,1,"editor 's note : grimaldi generated a 1.7 bln euro ( $ 2.182 bln ) turnover in 2005 , ansa reported on may 29 , 2006 ."
187,0,"eps for the quarter was eur0 .00 , as compared with eur0 .01 in the third quarter of 2008 , representing a group net sales for the third quarter were eur15 .3 m , up by 2.8 % as compared with eur14 .9 m in the third quarter of 2008 ."
188,0,"eps from continuing operations came in at 0.30 eur , up from 0.17 ."
189,0,"equity ratio was 60.9 % compared to 54.2 % in the third quarter of 2007 , net sales of the frozen foods business totaled eur 11.0 , up by about 5 % from the third quarter of 2006 ."
190,0,"eur928 ,000 in q1 2010 6 may 2010 - finnish tetile and clothing design company marimekko oyj ( hel : mmo1v ) said today its net profit rose to eur928 ,000 in the first quarter of 2010 from eur13 ,000 in the corresponding period a year earlier ."
191,0,"finland-based elcoteq se , a privately held provider of electronics manufacturing services to communications companies , said thursday it signed a long-term manufacturing supply deal with communications equipment company andrew corp. ."
192,0,finnish cutlery and hand tools maker fiskars oyj abp ( hel : fisas ) said today its net profit rose to eur 24.1 million ( usd 33.6 m ) in the third quarter of 2010 from eur 17.9 million a year earlier .
193,0,finnish department store chain stockmann oyj abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .
194,0,"finnish lifting equipment maker konecranes oyj said on july 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 ."
195,0,finnish messaging solutions developer tecnomen corporation ( om helsinki : tem1v ) said on thursday ( 11 december ) that it has received an epansion order for its convergent charging solution in latin america .
196,0,finnish metal industry solutions supplier outotec oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006 .
197,0,finnish metal products company componenta oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .
198,0,finnish office supplies and computer accessories dealer beltton-group plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .
199,0,"finnish security and privacy software solutions developer stonesoft oyj said on january 7 , 2008 that the preliminary sales of its stonegate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 ."
200,0,"finnish silicon wafer technology company okmetic oyj ( om helsinki : okm1v ) reported on thursday ( 7 august ) an operating profit of eur5 .3 m for the period january-june 2008 , up from eur3 .3 m in the corresponding period in 2007 ."
201,0,finnish software developer done solutions oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .
202,0,first quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .
203,0,"following the acquisition , relacom will strengthen its presence in finland , serving operators and office market with mobile and fied networks construction , installation and maintenance services ."
204,0,"for the first nine months of 2010 , the company 's net profit rose to eur41m from eur30m for the corresponding period of 2009 ."
205,0,"helsinki ( af ) - retail and wholesale group kesko reported net sales of 659.4 mln eur for february , an increase of 10.8 pct year-on-year ."
206,0,"however , net sales in 2010 are seen to have grown to eur598 .3 m from eur582 .3 m in 2009 ."
207,0,"however , sales returned to growth in april-june 2010 , ceo pekka eloholma said ."
208,0,"ragutis , which is controlled by the finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share ."
209,0,"svyturys-utenos alus , which is controlled by the nordic group baltic beverages holding ( bbh ) , posted a 4.7-per-cent growth in beer sales for january-may to 46.22 million litres ."
210,1,"in 2007 , contempus generated revenue of nok 69.3 ( appro ."
211,0,"in addition , kone signed a two-year maintenance contract for the escalators ."
212,0,"in december alone , the members of the lithuanian brewers ' association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in december 2004 ."
213,0,"in january-september 2009 , the group 's net interest income increased to eur 112.4 mn from eur 74.3 mn in january-september 2008 ."
214,0,"in q1 of 2010 , bank of +_land 's net interest income increased from eur 9.1 mn to eur 9.7 mn ."
215,0,"in sweden , operating profit for the period under review totaled eur 3.4 mn , up 30.8 % from the corresponding period in 2005 ."
216,0,"in the fourth quarter of 2009 , orion 's net profit went up by 33.8 % year-on-year to eur33m ."
217,0,"in the second quarter of 2010 , the group 's net profit rose to eur 3.1 million from eur 2.5 million in april-june 2009 ."
218,0,"in the second quarter of 2010 , the group 's net profit rose to eur3 .1 m from eur2 .5 m in april-june 2009 ."
219,0,"in the third quarter , net sales increased by 12 % year-on-year to eur 159.5 million , or by 6 % at comparable currency rates growth ."
220,0,"in the third quarter , net sales increased by 12 % year-on-year to eur159 .5 m , or by 6 % at comparable currency rates growth ."
221,1,incap estimates it will generate a revenue of 10 mln euro ( $ 13.2 mln ) from its indian operations for 2007 .
222,0,its market share widened to 48.51 percent from 48.31 percent a year earlier .
223,1,its total annual revenue comes up to about 160 mln zloty ( $ 56.9 mln-42 .3 mln euro ) .
224,0,"kesko agro eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year ."
225,0,"kesko 's car import and retailing business , vv-auto , saw sales grow by 17.1 pct ."
226,0,kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 .
227,0,"( adp news ) - feb 11 , 2009 - finnish management software solutions provider ionos oyj ( hel : ns1v ) said today its net profit rose to eur 3.5 million ( usd 4.5 m ) for 2008 from eur 3.1 million for 2007 ."
228,0,"( adp news ) - feb 12 , 2009 - finnish it solutions provider affecto oyj ( hel : afe1v ) said today its net profit rose to eur 8.5 million ( usd 11m ) in 2008 from eur 7 million in 2007 ."
229,0,"( adp news ) - feb 6 , 2009 - finnish fishing tackle company rapala vmc corp ( hel : rap1v ) said today its net profit rose to eur 19.2 million ( usd 24.6 m ) for 2008 from eur 17.5 million for 2007 ."
230,0,"( adp news ) - nov 5 , 2008 - finnish electronic measurement products and solutions maker vaisala oyj ( om : vaias ) said today that its net profit rose to eur 18 million ( usd 23.1 m ) for the first nine months of 2008 from eur 1"
